81,361,163,056,113
81,556,180,056,112
82,460,156,053,107
82,363,161,057,115
82,556,180,055,110
82,247,158,051,102
83,251,159,051,103
83,463,155,053,107
83,367,146,066,133
83,553,178,054,108
84,253,160,051,103
84,367,150,064,129
84,554,176,053,107
84,467,157,051,103
85,467,151,053,107
85,253,160,052,104
85,365,147,066,132
85,552,173,054,108
86,259,159,053,107
86,365,159,057,115
86,552,171,054,108
87,261,160,054,108
87,364,161,056,113
87,553,171,053,107
88,266,162,053,107
88,363,161,057,115
88,553,170,052,104
89,272,165,052,104
89,364,163,055,111
89,555,165,052,105
90,476,145,051,103
90,275,166,053,106
90,555,164,052,105
90,365,160,058,116
91,475,144,052,105
91,279,167,053,106
91,367,160,057,115
92,473,135,056,112
92,282,172,052,104
92,366,158,058,117
92,559,162,051,103
93,483,140,052,105
93,369,157,058,116
93,460,139,052,105
93,562,158,051,103
93,288,169,054,108
94,370,159,057,114
94,459,141,051,102
94,563,156,052,104
94,292,168,055,110
95,370,159,057,114
95,461,139,051,102
95,564,156,052,104
95,297,171,054,109
96,463,138,051,103
96,372,160,055,110
96,566,154,051,102
96,301,171,054,109
97,471,132,053,106
97,371,160,055,111
97,311,176,053,107
98,568,143,054,108
98,371,160,055,110
98,315,175,054,108
99,370,161,054,109
99,321,177,054,108
100,482,132,051,102
100,369,161,054,108
100,331,177,055,110
101,486,129,052,105
101,577,139,053,107
101,363,163,055,111
101,335,176,057,114
102,488,128,052,104
102,578,134,055,110
102,340,175,058,117
103,509,128,051,102
103,580,136,054,108
103,348,172,058,117
104,585,137,052,105
104,357,173,059,118
105,360,164,063,127
106,371,168,061,122
107,370,162,061,123
108,369,157,063,127
109,362,158,053,107
110,604,125,052,104
110,360,160,053,107
111,606,126,051,102
111,358,160,053,107
112,356,159,054,109
112,421,177,060,120
112,606,124,052,104
113,611,124,051,103
113,355,159,054,108
113,426,179,059,119
114,520,077,071,143
114,355,163,053,106
114,440,193,052,105
115,526,100,059,119
115,356,165,052,104
115,447,192,053,106
116,527,092,062,124
116,618,116,052,104
116,357,165,052,105
116,453,193,054,109
116,725,213,043,107
117,533,081,067,135
117,359,165,053,107
117,459,194,055,110
117,722,211,046,111
118,549,083,066,132
118,359,167,053,107
118,473,198,052,105
118,708,209,056,112
119,553,088,063,127
119,630,116,050,100
119,360,167,053,106
119,480,198,053,107
119,701,207,057,114
120,545,057,080,160
120,359,168,052,105
120,485,198,054,109
120,691,208,054,109
121,548,048,083,167
121,637,114,050,101
121,361,166,053,107
121,502,204,051,103
122,545,040,086,173
122,361,166,054,108
122,671,205,054,109
122,508,203,052,104
123,545,039,086,173
123,365,167,053,107
123,518,202,055,111
123,653,203,054,108
124,548,041,085,170
124,366,165,054,108
124,526,203,055,111
124,645,200,054,108
125,552,039,085,171
125,367,164,054,108
125,533,204,054,109
125,638,200,054,109
126,554,037,085,170
126,632,196,056,112
126,368,164,054,109
126,539,205,053,106
127,559,047,080,160
127,625,197,055,110
127,368,164,054,108
127,545,206,054,108
128,563,044,082,164
128,369,164,054,109
128,560,206,056,112
128,613,198,052,105
129,570,055,075,150
129,367,165,054,108
129,606,196,053,106
129,568,209,054,109
130,570,043,081,162
130,367,166,054,108
130,592,195,058,116
131,571,042,080,161
131,584,199,061,122
132,574,047,077,155
132,367,171,052,105
132,596,211,054,109
133,572,040,081,163
133,366,168,054,108
133,569,189,053,106
133,604,211,054,109
134,575,041,080,161
134,564,188,053,107
134,366,164,056,112
134,612,210,055,111
135,583,053,073,146
135,368,167,055,110
135,557,187,053,106
135,616,204,059,119
135,717,229,051,134
136,582,046,076,153
136,368,168,055,110
136,623,205,059,118
136,552,187,051,103
137,587,052,072,145
137,368,168,055,110
137,547,185,051,103
137,633,206,058,116
138,588,045,075,151
138,369,166,056,112
138,534,183,052,104
138,687,221,068,136
138,647,208,057,115
139,591,048,073,147
139,371,167,055,111
139,652,208,058,116
139,681,219,069,138
139,527,183,050,101
140,594,052,070,141
140,371,167,055,110
140,669,214,071,142
140,522,180,051,102
141,372,168,055,110
141,509,178,052,104
142,599,063,062,124
142,372,168,055,110
142,502,177,052,104
142,659,234,056,112
142,685,214,053,107
143,602,068,059,119
143,371,169,055,110
143,689,211,057,114
143,650,226,060,121
144,615,069,058,117
144,699,201,062,124
144,370,171,055,110
144,485,169,053,106
145,621,071,057,115
145,709,205,059,120
145,370,172,054,109
145,478,170,052,104
146,623,070,057,115
146,369,171,055,111
146,472,170,051,102
146,716,212,052,113
146,623,226,056,113
147,371,173,055,111
147,460,168,052,104
147,725,212,043,114
147,609,221,056,113
148,624,068,058,117
148,454,165,052,105
148,370,174,056,112
149,625,064,060,120
149,371,175,056,112
149,418,168,057,115
149,596,215,059,119
150,624,057,061,122
150,376,179,055,111
150,422,167,059,119
150,583,214,059,118
151,623,057,061,123
151,422,167,058,116
151,377,179,055,111
151,576,215,056,113
152,622,055,062,124
152,424,171,057,114
152,378,180,055,111
152,571,214,055,111
153,625,058,060,121
153,425,175,058,116
153,384,185,055,110
153,560,213,056,112
153,402,220,056,112
154,628,058,059,119
154,429,182,055,110
154,553,212,055,111
154,407,220,060,121
155,628,044,067,135
155,432,183,055,110
156,436,188,054,108
156,534,207,057,115
157,440,188,053,107
157,530,207,057,114
158,365,155,052,105
158,405,192,055,111
158,447,187,055,111
159,451,189,054,109
159,357,155,052,104
160,456,188,055,111
160,505,209,054,108
161,338,152,053,106
161,465,190,055,111
161,489,203,057,115
162,332,149,054,108
162,422,192,057,115
162,472,193,057,114
163,651,087,053,107
163,326,153,052,105
163,423,190,058,116
163,471,193,059,118
164,649,088,053,106
164,426,193,056,112
164,469,193,062,124
165,315,151,053,106
165,431,197,053,107
165,468,195,061,123
166,303,153,052,105
166,481,194,056,112
166,441,201,057,114
167,486,195,054,108
167,441,203,056,112
168,491,196,054,108
168,439,203,055,111
169,280,147,052,104
169,499,196,055,111
169,438,202,057,115
170,434,199,058,117
170,503,195,056,112
171,618,087,058,117
171,511,197,054,109
171,440,196,057,114
172,449,197,055,111
172,520,197,055,110
173,452,199,054,108
173,524,200,054,109
173,412,245,053,107
174,454,199,054,108
174,528,200,055,111
174,404,210,053,107
175,460,203,053,106
175,537,203,054,109
176,543,203,054,109
176,464,206,053,106
177,382,202,053,107
177,467,206,054,109
177,547,205,053,107
178,372,199,053,106
178,473,207,054,109
178,555,203,057,115
179,369,197,053,107
179,477,206,055,110
179,561,204,057,115
180,577,098,057,115
180,362,193,056,112
180,480,207,056,113
180,566,203,058,116
181,572,105,054,109
181,345,192,056,112
181,579,205,057,114
181,491,211,055,110
182,569,106,054,108
182,341,193,055,110
182,582,205,058,116
182,496,212,055,110
183,567,107,053,107
183,336,196,053,107
183,587,206,058,117
183,498,214,055,111
184,560,109,053,106
184,322,193,054,109
184,597,209,058,116
184,508,217,055,111
185,556,110,053,106
185,317,193,054,108
185,512,219,056,113
185,605,212,056,112
186,611,212,056,113
186,517,221,055,111
187,298,192,054,109
187,620,211,059,118
187,524,223,056,113
188,291,192,054,109
188,625,214,058,117
188,528,225,056,113
188,542,113,053,106
189,278,187,055,110
189,635,217,057,114
189,537,226,057,115
190,272,183,057,114
190,640,218,057,114
190,538,228,060,120
191,527,117,052,105
191,269,183,056,112
191,643,221,057,115
191,543,231,059,118
192,523,122,051,103
192,120,132,052,104
192,265,183,055,111
192,647,224,056,113
192,546,234,058,117
193,515,122,052,104
193,252,181,054,109
193,652,224,058,117
193,554,235,058,116
194,248,179,055,111
194,658,226,056,113
194,559,238,060,121
194,512,125,050,101
195,245,178,055,110
195,661,222,062,125
195,563,238,061,122
196,234,180,052,105
196,668,222,066,133
196,574,247,058,117
196,501,125,050,101
197,498,125,051,103
197,677,223,065,131
197,578,245,060,120
198,492,126,052,104
198,681,231,061,123
198,582,251,058,117
199,078,132,051,102
199,483,127,052,105
199,685,232,065,131
199,594,253,060,121
200,479,126,053,106
200,213,175,051,103
200,689,237,063,127
200,598,252,060,121
201,475,127,053,106
201,208,172,054,108
201,693,239,063,126
201,602,252,064,129
202,467,129,053,106
202,196,170,053,106
202,701,244,061,122
202,613,257,065,130
203,193,171,052,104
203,622,264,062,124
203,699,234,069,138
204,625,265,062,125
204,702,237,066,138
205,448,134,052,104
205,631,268,064,129
205,717,251,051,125
206,445,133,052,105
206,635,273,063,127
206,721,257,047,121
207,439,135,052,105
207,636,276,062,125
208,423,130,057,115
208,730,272,038,107
208,639,278,063,126
209,420,131,057,115
209,641,281,063,127
210,420,135,055,111
210,641,281,066,133
211,642,284,066,133
212,640,287,064,129
213,636,283,069,138
214,124,159,053,106
214,624,282,071,142
215,384,142,055,110
215,120,159,054,108
215,620,282,071,142
216,380,142,055,110
216,614,286,068,137
217,378,144,053,106
217,104,157,054,109
217,607,288,068,136
218,603,293,066,133
219,361,146,053,106
219,096,158,053,107
219,587,288,068,137
220,355,146,052,105
220,089,159,052,105
220,581,288,064,129
221,350,146,052,105
221,727,228,041,108
221,573,286,066,133
222,344,146,052,104
222,722,222,046,110
222,567,286,066,132
223,334,144,054,108
223,712,214,056,120
223,552,280,067,134
224,329,143,055,110
224,706,211,061,122
224,544,278,067,135
225,322,142,055,111
225,699,211,058,116
225,541,276,063,127
226,310,146,052,104
226,692,213,055,111
226,527,273,066,133
227,306,143,054,108
227,686,210,056,113
227,522,275,063,127
228,300,144,054,109
228,680,209,055,110
228,514,271,064,129
229,295,144,054,109
229,673,207,054,108
229,511,270,063,127
230,036,151,054,108
230,285,145,053,106
230,666,203,055,110
230,500,266,064,129
230,720,289,048,126
231,280,146,052,105
231,660,201,056,113
231,491,260,066,133
231,716,287,052,127
232,274,143,054,109
232,654,197,056,113
232,486,256,067,134
232,709,281,059,128
233,263,143,054,109
233,644,195,055,110
233,480,255,064,129
233,699,279,062,125
234,640,195,055,111
234,695,281,061,123
234,475,254,064,129
234,259,146,051,103
235,635,194,055,111
235,689,277,063,126
235,468,255,062,124
236,246,140,054,109
236,625,193,053,107
236,459,248,061,123
236,677,272,062,124
237,243,141,053,107
237,619,189,054,108
237,452,244,063,126
237,674,270,061,122
238,238,143,052,105
238,616,187,055,111
238,449,247,060,121
238,667,266,063,127
239,233,142,052,105
239,611,188,055,110
239,443,246,060,120
239,662,263,065,130
240,229,142,052,104
240,604,185,055,110
240,440,243,059,118
240,657,262,065,130
241,223,143,052,105
241,598,184,054,108
241,651,262,064,129
241,436,242,057,115
242,217,140,054,108
242,590,182,054,109
242,424,237,060,121
242,641,262,060,121
243,215,139,053,107
243,584,182,054,109
243,417,233,062,124
243,636,261,061,122
244,580,180,053,106
244,412,230,062,124
244,633,259,061,123
245,208,139,051,103
245,409,231,060,121
245,629,259,061,122
245,576,182,051,103
246,202,137,052,105
246,565,177,054,108
246,400,228,061,122
246,619,255,059,118
247,197,136,053,106
247,559,176,054,109
247,392,224,061,122
247,614,251,060,121
248,194,139,050,101
248,554,175,053,107
248,389,225,059,118
248,607,245,064,128
249,191,136,051,103
249,549,176,051,103
249,386,223,059,118
249,603,243,065,130
250,545,177,051,102
250,383,222,059,118
250,598,239,067,134
250,187,137,050,101
251,182,136,051,103
251,535,173,052,105
251,371,221,057,114
251,584,243,062,125
252,367,218,057,114
252,581,245,059,119
252,179,137,050,101
253,362,217,057,114
253,576,245,059,118
254,171,135,049,099
254,514,167,053,106
254,356,215,056,112
254,568,245,059,119
255,168,129,052,104
255,509,165,054,108
255,351,212,057,114
255,563,242,059,119
256,165,125,054,108
256,503,165,052,105
256,348,210,056,112
256,557,240,059,118
257,161,127,053,106
257,497,162,052,104
257,344,208,057,114
257,553,238,059,119
258,158,128,052,104
258,490,163,052,105
258,336,206,057,114
258,543,235,061,123
259,485,163,052,105
259,330,206,056,112
259,537,233,062,124
259,155,132,050,100
260,152,130,051,102
260,326,205,055,110
260,529,233,062,125
261,469,158,052,105
261,319,204,054,108
261,518,232,060,121
262,465,156,054,108
262,315,202,054,108
262,515,233,059,118
263,456,153,054,108
263,307,198,054,108
263,506,233,059,118
264,451,150,054,108
264,302,194,055,110
264,499,233,058,117
265,448,154,052,105
265,299,194,055,111
265,492,231,059,119
266,442,147,056,112
266,295,193,055,110
266,487,229,060,120
267,422,132,063,126
267,286,190,054,108
267,476,228,060,121
268,021,150,053,107
268,421,140,059,118
268,283,188,055,110
268,474,230,058,117
269,421,142,057,114
269,280,188,055,110
269,465,228,060,120
270,417,142,057,114
270,273,185,055,110
270,455,228,058,116
271,271,184,053,106
271,451,229,056,112
272,269,181,054,108
272,446,230,056,113
273,268,181,054,109
273,444,228,056,112
274,263,179,054,109
274,435,225,057,114
275,261,176,054,108
275,430,222,058,116
276,378,145,053,106
276,421,219,059,118
276,258,174,054,108
277,103,119,052,105
277,372,142,055,110
277,004,149,053,106
277,258,173,054,108
277,418,220,058,117
278,101,120,052,104
278,365,148,050,100
278,002,150,052,105
278,257,172,053,107
278,416,222,057,114
279,000,147,051,106
279,254,167,053,107
279,404,217,059,118
279,103,128,051,103
280,351,144,051,103
280,252,165,054,108
280,400,216,058,117
280,103,128,051,102
281,346,145,051,102
281,251,165,054,108
281,395,219,056,112
281,103,128,051,102
282,103,129,051,102
282,341,145,051,102
282,250,164,054,109
282,393,218,056,112
283,105,129,052,105
283,247,162,054,109
283,386,218,055,110
284,107,129,052,104
284,326,140,053,106
284,246,162,054,108
284,382,217,054,109
285,112,130,051,103
285,323,135,055,111
285,245,161,054,108
285,376,215,054,109
286,117,133,051,102
286,368,209,057,114
286,245,159,054,109
287,120,134,051,102
287,245,157,054,108
287,365,208,057,115
288,122,133,052,105
288,246,157,053,106
288,359,206,059,118
289,247,156,053,106
289,350,209,056,113
290,129,134,051,102
290,247,156,053,106
290,346,209,056,112
291,131,134,052,105
291,248,157,052,105
291,342,209,056,112
292,250,153,053,107
292,338,207,056,112
292,138,139,051,103
293,140,138,052,104
293,251,151,053,107
293,335,206,055,110
294,143,138,052,104
294,253,145,056,113
294,334,206,053,107
295,151,140,051,103
295,258,146,054,109
295,326,204,054,109
296,153,143,051,102
296,261,145,053,107
296,324,202,055,110
297,158,142,051,103
297,265,148,051,103
297,321,201,055,111
298,160,144,050,101
298,269,146,051,103
298,316,202,054,109
299,162,140,052,105
299,273,147,051,103
299,312,201,054,109
300,170,140,052,105
300,305,199,054,108
301,174,143,052,105
301,302,199,054,109
302,179,143,052,104
302,300,198,054,109
303,569,145,051,103
303,297,194,055,111
303,184,145,051,103
304,194,144,053,107
304,570,147,051,102
304,291,193,054,108
305,196,142,054,108
305,287,191,055,111
306,199,144,054,108
306,574,152,050,100
306,282,188,057,114
306,318,138,050,101
307,320,136,052,104
307,206,147,052,105
307,277,187,057,114
307,575,151,051,102
308,214,147,052,105
308,273,188,056,112
309,218,147,053,107
309,269,186,056,113
310,176,141,052,104
310,228,150,052,104
310,577,158,051,102
310,261,186,055,111
311,175,142,052,104
311,233,148,053,107
311,259,189,054,109
311,576,160,051,102
312,258,189,053,107
312,239,152,052,104
312,172,148,050,100
312,607,160,051,103
312,575,159,051,102
313,168,145,051,103
313,250,177,054,109
313,577,161,050,101
314,169,146,051,103
314,250,171,053,107
314,578,161,051,102
315,169,148,051,102
315,250,183,053,107
315,578,163,051,102
316,171,150,051,102
316,247,181,055,110
316,580,166,052,104
317,245,181,055,111
317,581,167,052,104
317,173,151,051,103
318,176,154,050,101
318,243,182,054,108
318,581,168,052,104
318,274,154,052,104
319,178,152,051,103
319,279,153,052,104
319,242,182,054,108
319,582,169,052,105
319,614,168,051,102
320,185,151,052,104
320,286,153,053,106
320,242,184,052,105
320,583,171,053,106
321,189,153,051,103
321,291,154,053,107
321,243,185,052,104
321,583,172,052,105
321,618,172,051,102
322,294,156,053,107
322,242,185,052,104
322,193,156,050,100
322,619,173,051,102
322,583,172,052,104
323,196,152,052,104
323,298,156,053,107
323,620,174,051,103
323,244,185,052,105
323,584,174,051,103
324,205,154,052,104
324,308,156,053,106
324,587,176,052,105
324,620,175,052,105
324,247,186,052,104
325,208,154,052,104
325,312,156,053,107
325,249,184,053,107
325,588,175,053,106
325,620,176,053,106
326,213,155,050,101
326,315,154,054,109
326,251,181,055,111
326,592,179,052,105
327,220,153,052,104
327,450,131,051,102
327,324,154,055,111
327,257,181,056,112
327,599,179,053,107
327,620,179,053,106
328,453,132,051,102
328,227,156,051,102
328,329,153,056,113
328,622,180,053,106
328,261,181,056,112
328,599,179,054,108
329,334,155,055,111
329,266,182,055,110
329,601,180,055,110
329,626,182,053,106
329,232,158,050,101
329,613,178,056,112
330,343,157,055,110
330,630,186,053,107
330,272,186,054,109
330,604,183,053,107
331,245,157,051,103
331,345,157,056,112
331,276,186,055,110
331,604,184,054,108
332,469,132,051,103
332,249,157,051,102
332,350,158,055,111
332,279,186,055,110
332,605,186,054,109
332,636,188,053,106
333,472,134,052,104
333,363,156,056,113
333,288,191,053,107
333,637,186,054,109
333,607,188,054,109
334,473,132,052,104
334,366,156,056,113
334,290,190,054,108
334,607,188,054,108
334,639,188,055,110
335,474,135,051,103
335,370,155,058,116
335,293,190,055,110
335,611,188,055,110
335,638,189,055,111
336,472,139,051,102
336,376,156,058,116
336,301,193,055,110
336,615,194,055,110
336,641,192,055,110
337,471,140,050,101
337,380,157,057,114
337,307,193,055,111
337,619,194,055,110
338,470,140,051,103
338,383,159,056,112
338,311,194,055,110
338,621,195,055,110
339,466,143,052,104
339,317,200,053,107
339,624,197,056,113
339,652,196,054,108
339,294,161,051,102
340,463,145,052,104
340,321,199,054,108
340,654,198,053,107
340,625,199,056,113
340,296,163,051,102
341,324,200,054,109
341,627,200,055,110
341,461,146,051,103
342,331,202,055,111
342,630,204,054,108
342,456,147,051,102
342,662,204,052,104
343,420,161,058,117
343,451,146,053,106
343,333,198,057,114
343,664,203,053,106
343,634,205,054,108
344,424,161,059,119
344,335,199,059,119
344,635,205,055,111
344,665,206,052,105
345,425,154,065,131
345,344,202,059,119
345,638,208,055,111
346,432,158,063,127
346,349,204,058,117
346,640,207,057,114
347,440,167,058,117
347,354,206,057,114
347,643,211,056,112
348,423,144,058,116
348,447,171,056,113
348,357,207,057,115
348,645,207,059,118
349,419,147,055,110
349,452,171,056,113
349,359,208,058,116
349,650,208,058,117
350,364,211,057,115
350,455,172,057,115
350,653,204,060,121
351,372,216,054,109
351,464,172,056,112
351,658,206,061,122
351,683,213,056,113
352,375,214,056,112
352,470,174,055,110
352,659,210,059,118
352,686,214,057,114
353,478,173,056,112
353,382,214,060,120
353,665,216,057,114
353,693,219,055,111
354,484,174,057,115
354,387,220,057,114
354,667,215,058,117
354,694,218,056,113
355,488,172,059,118
355,393,224,055,110
355,696,218,058,117
356,493,174,058,116
356,398,222,057,114
356,695,214,062,125
357,376,153,053,107
357,506,180,055,111
357,405,221,061,122
357,681,220,061,122
357,696,211,066,133
358,372,153,052,105
358,510,180,056,112
358,409,227,058,117
358,682,227,059,119
358,703,212,065,133
359,370,154,053,106
359,515,183,056,113
359,413,230,057,114
359,702,209,066,138
359,686,225,061,122
360,364,154,053,107
360,421,152,057,115
360,518,182,057,114
360,687,211,069,139
360,417,232,057,114
361,421,143,062,124
361,359,155,052,104
361,524,182,056,112
361,710,216,058,130
361,418,227,060,120
361,692,213,068,137
362,354,155,052,105
362,535,184,055,110
362,427,228,061,123
362,692,225,064,128
362,721,228,047,120
363,352,156,051,103
363,538,182,056,112
363,433,232,059,119
363,698,234,059,119
363,440,167,052,104
364,445,165,052,104
364,542,183,058,116
364,441,234,059,119
364,700,237,058,117
364,347,155,052,104
365,340,154,052,104
365,453,162,053,106
365,552,184,058,116
365,451,240,056,112
365,700,233,064,128
366,337,154,052,104
366,456,162,052,105
366,560,187,057,114
366,457,240,057,115
367,333,153,052,105
367,460,160,051,102
367,563,186,057,115
367,461,241,057,114
368,328,153,053,107
368,462,157,052,104
368,567,187,058,116
368,465,241,058,116
368,714,243,054,119
369,322,155,051,103
369,469,157,053,107
369,720,252,048,116
369,576,188,059,118
369,476,242,058,116
370,320,156,051,103
370,472,153,053,107
370,581,190,057,115
370,482,244,057,115
370,724,269,044,110
371,477,153,052,105
371,587,188,058,116
371,486,246,058,117
372,482,154,051,102
372,313,158,051,102
372,592,188,058,117
372,490,246,058,116
373,484,149,053,106
373,309,158,051,103
373,598,190,057,114
373,497,246,058,116
374,491,150,052,104
374,606,190,060,121
374,511,249,058,117
374,301,160,050,100
375,495,148,051,103
375,298,159,051,102
375,611,192,060,121
375,515,249,058,117
376,497,147,051,103
376,293,156,052,105
376,618,194,059,118
376,518,249,060,120
377,501,145,052,104
377,287,155,053,106
377,627,196,058,116
377,528,254,059,119
378,507,144,052,104
378,281,156,052,104
378,631,196,060,120
378,534,253,060,121
379,512,142,052,105
379,635,198,060,121
379,538,254,060,121
379,278,159,051,103
380,518,143,051,103
380,273,158,052,104
380,639,197,060,121
380,543,254,060,121
381,521,141,052,104
381,265,160,052,104
381,652,196,061,123
381,551,259,061,123
382,525,141,051,103
382,262,161,051,103
382,657,198,060,120
382,558,258,063,126
383,258,162,051,103
383,662,202,058,117
383,563,257,064,129
384,251,159,055,110
384,669,204,059,119
384,576,262,061,123
385,248,161,054,109
385,673,199,063,127
385,581,265,061,122
386,247,162,054,109
386,680,202,062,124
386,585,268,061,123
386,541,137,051,102
387,243,162,055,110
387,690,205,060,120
387,595,267,064,129
388,242,167,054,108
388,694,206,061,123
388,599,266,065,130
389,243,172,053,106
389,698,204,064,128
389,604,270,063,126
390,244,172,053,106
390,708,206,060,127
390,613,269,067,134
391,244,172,053,107
391,714,209,054,124
391,619,268,068,136
392,244,174,053,107
392,720,212,048,118
392,627,272,066,132
393,563,117,054,108
393,246,179,053,106
393,724,218,044,119
393,637,279,062,125
394,564,108,057,115
394,246,180,052,105
394,642,278,064,129
395,566,109,056,112
395,247,181,052,104
395,646,283,062,125
